x1,x2,x3,x4,v1,v2,v3,v4,a1,a2,a3,a4
0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1
1.1132730227183408e-11,7.444085611909973e-09,4.9776007797669044e-06,0.00999501494398519,2.2265460454366815e-09,1.4888171223819946e-06,0.000995520155953381,-0.0009970112029619727,4.453092090873363e-07,0.0002977634244763989,0.09910403119067618,-0.09940224059239453
9.621201550779191e-11,4.701618734948045e-08,1.9858372332699345e-05,0.009980094515084645,1.4789311010685022e-08,6.4256032251321025e-06,0.001980634154633107,-0.0019870745771470577,2.0672437839623315e-06,0.0006895937960736229,0.09791876854526899,-0.09861043424462249
4.327145177946488e-10,1.578208660345703e-07,4.452393075340781e-05,0.00995531781463011,5.251118944668635e-08,1.573533251188587e-05,0.0029524775295085865,-0.0029682655137600045,5.477131903237934e-06,0.0011723520612771303,0.09644990642982693,-0.09762775307796687
1.3788016678803774e-09,3.880447317476584e-07,7.882755221521798e-05,0.009920783020174446,1.3670624057045938e-07,3.030944063073175e-05,0.003908246762853448,-0.003938693377372737,1.1361878321516675e-05,0.0017424695624920455,0.09470394023914525,-0.0964578196445797
3.5418514537109334e-09,7.946000419326621e-07,0.0001225948218531294,0.009876607023566108,2.9590371659565186e-07,5.100162140626898e-05,0.004845207164728836,-0.00489650594429486,2.0477616883521818e-05,0.002395966592615401,0.09268814013593246,-0.09510469373984484
7.853901423824114e-09,1.4427272316355828e-06,0.0001756243600691465,0.009822925025326987,5.665062774269842e-07,7.862381653431516e-05,0.005760700478474582,-0.005839893703529429,3.3642895282744655e-05,0.003128472432993835,0.09041052261321664,-0.09357285810706886
1.5653322368377423e-08,2.405558377451021e-06,0.0002376886234189243,0.009759890086761936,9.933779114836775e-07,0.00011394241262877247,0.006652152191480977,-0.006767094009480639,5.173143152859401e-05,0.003935246785897628,0.08787981998806232,-0.09186720308317317
2.8771999356566782e-08,3.76364373609103e-06,0.0003085347770319419,0.00968767264133402,1.6303574861541945e-06,0.00015767465909922933,0.007517078531122544,-0.007676395076102601,7.566448340550939e-05,0.0048112025081937446,0.08510544794025116,-0.08999301024121911
4.962725814904717e-08,5.6044436285089765e-06,0.0003878856353220476,0.00960645996693987,2.540694272341883e-06,0.00021048531938436,0.008353093126898598,-0.008566139802727506,0.00010640287383202829,0.005750929548832391,0.08209747121495953,-0.08795593508376207
8.131774062956723e-08,8.021788060800547e-06,0.0004754406675617369,0.009516455620814334,3.7974022237621293e-06,0.0002729835670739541,0.009157913321039256,-0.009434729422379624,0.00014493871645202097,0.006748719989086431,0.07886656761317218,-0.08576198884666156
1.277224029537321e-07,1.1115306583297477e-05,0.0005708770647224093,0.009417878838882548,5.483530241070848e-06,0.0003457201374254318,0.009929366111095227,-0.010280626963977618,0.00019228688700972273,0.007798594081209108,0.075423990398022,-0.08341751947293705
1.936017847164609e-07,1.4989830989039795e-05,0.0006738508638245412,0.009310963901460474,7.692346111474911e-06,0.0004291847437230319,0.010665393709331155,-0.011102360520437105,0.00024947628707108993,0.008894327178310908,0.07178152924916376,-0.08092919181896044
2.8470067669433e-07,1.975477354187326e-05,0.0007839981258965981,0.00919595946728166,1.052743228409891e-05,0.0005238037668436613,0.01136405870508022,-0.011898526315325814,0.0003175409474537098,0.01002947744581497,0.06795146990064932,-0.07830396715878116
4.078512987045096e-07,2.5523483502525726e-05,0.0009009361635099413,0.009073127877898202,1.4102692117937e-05,0.0006299382252868319,0.012023548817588424,-0.012667791561365646,0.00039751101931390797,0.01119741424281915,0.06394655260099175,-0.07554908204918523
5.710760878970228e-07,3.241258478796728e-05,0.0010242648137392604,0.00894274443456769,1.8542265720565647e-05,0.0007478820318014786,0.012642181228275392,-0.013408897104736845,0.0004904037012118214,0.012391347060110212,0.05977992953640182,-0.07267202662505454
7.836891913988016e-07,4.05412976549946e-05,0.0011535677522944293,0.008805096649794897,2.3980354979790114e-05,0.0008778605416039861,0.013218406482758386,-0.014120659849821764,0.0005972141506330718,0.013604354900391281,0.055465121360196934,-0.06968052239192915
1.056395755672264e-06,5.003074734318312e-05,0.0012884138444803474,0.008660483475747278,3.056095787490234e-05,0.0010200293960337175,0.013750811954425231,-0.01480197495970191,0.0007189064283893733,0.014829415985555004,0.05101597297317223,-0.06658249958410031
1.4013881082323232e-06,6.1003262645047535e-05,0.0014283585285664487,0.008509214511806668,3.8437512637109525e-05,0.0011744736643391652,0.014238124862795026,-0.015451817828420266,0.0008564045240520631,0.016059437675534506,0.04644660870078671,-0.06338607415957079
1.8324379354570813e-06,7.358166739241141e-05,0.0015729452270872412,0.008351609193556004,4.777245280784209e-05,0.00134120728513361,0.01467921484136349,-0.016069245821712447,0.001010583510094449,0.017287286483354446,0.041771387012906336,-0.060099524498865436
